uuid,Void/Retire,Name,Description,Tags,address 1,City/Village,State/Province,Country,Latitude,Longitude,County/District
482fa84e-5e71-4ee4-b4f8-d15f96a41134,0,Location-336,FOSAID: 612 TYPE: CS,Login Location,,,Southern Province/Amajyepfo,Rwanda,-2.58563,29.87343,GISAGARA
390b586c-8913-4c8b-9676-71d1db5ba9ab,0,Location-337,FOSAID: 61 TYPE: HD,Login Location,,Kibirizi,Southern Province/Amajyepfo,Rwanda,-2.64863,29.78335,GISAGARA
3001b68d-509e-4d58-87b6-6de5684f529b,0,Location-338,FOSAID: 62 TYPE: CS,Login Location,,Nyanza,Southern Province/Amajyepfo,Rwanda,-2.7803,29.73707,GISAGARA
147d03c7-b567-40f4-a56b-651ff14bf9b8,0,Location-339,FOSAID: 63 TYPE: CS,Login Location,,Muganza,Southern Province/Amajyepfo,Rwanda,-2.62067,29.89993,GISAGARA
2cb59e74-171d-44c7-b4e9-9aaa2561ff8b,0,Location-340,FOSAID: 64 TYPE: CS,Login Location,,Mugombwa,Southern Province/Amajyepfo,Rwanda,-2.6793,29.8601,GISAGARA
000bb2fa-8d75-4bab-ae53-71d4865c78ca,0,Location-341,FOSAID: 65 TYPE: CS,Login Location,,Musha,Southern Province/Amajyepfo,Rwanda,-2.53537,29.85932,GISAGARA
c5eb2ea8-459b-401c-87dd-4fb38e0d01ec,0,Location-342,FOSAID: 66 TYPE: CS,Login Location,,Save,Southern Province/Amajyepfo,Rwanda,-2.54592,29.77143,GISAGARA
12289fc2-71cb-4c11-ad9b-598b57a6627b,0,Location-343,FOSAID: 91 TYPE: CS,Login Location,,Tumba,Southern Province/Amajyepfo,Rwanda,-2.63887,29.74582,HUYE
4783591e-b2aa-48d7-b182-9875830a38d5,0,Location-344,FOSAID: 92 TYPE: CS,Login Location,,Rusatira,Southern Province/Amajyepfo,Rwanda,-2.4772,29.76815,HUYE
8e0e63f6-d19d-4d07-8519-887819260d6e,0,Location-345,FOSAID: 94 TYPE: CS,Login Location,,Rusatira,Southern Province/Amajyepfo,Rwanda,-2.43185,29.77438,HUYE
94a80350-8876-4237-aa50-9890ec20bf8d,0,Location-346,FOSAID: 95 TYPE: CS,Login Location,,Rwaniro,Southern Province/Amajyepfo,Rwanda,-2.45597,29.71503,HUYE
0211c545-70ae-422f-bba6-a9f7bd6380f7,0,Location-347,FOSAID: 96 TYPE: CS,Login Location,,Simbi,Southern Province/Amajyepfo,Rwanda,-2.51377,29.66735,HUYE
c7f434b7-1f7e-494f-9590-53cbfc62c0b6,0,Location-348,FOSAID: 97 TYPE: CS,Login Location,,Huye,Southern Province/Amajyepfo,Rwanda,-2.563757,29.724668,HUYE
01b84b99-67bf-4654-ab9e-05378898f800,0,Location-349,FOSAID: 616 TYPE: CS,Login Location,,Maraba,Southern Province/Amajyepfo,Rwanda,-2.52288,29.6351,HUYE
ebbb9fcc-3a5f-4307-8344-54fa45339754,0,Location-350,FOSAID: 81 TYPE: CS,Login Location,,Gishamvu,Southern Province/Amajyepfo,Rwanda,-2.66548,29.69302,HUYE
926bf917-b50a-40c3-b1c4-0f488331cede,0,Location-351,FOSAID: 83 TYPE: CS,Login Location,,Ngoma,Southern Province/Amajyepfo,Rwanda,-2.608221,29.740548,HUYE
97af0a6e-a40c-4f2f-9773-7b19abf0de29,0,Location-352,FOSAID: 84 TYPE: CS,Login Location,,Ngoma,Southern Province/Amajyepfo,Rwanda,-2.59908,29.73036,HUYE
62aaf4c6-4f8e-47b0-8e2f-d8c92eb980e3,0,Location-353,FOSAID: 85 TYPE: HD,Login Location,,Ngoma,Southern Province/Amajyepfo,Rwanda,-2.60738,29.74733,HUYE
60de17f5-1b93-446a-bafa-8730610d66eb,0,Location-354,FOSAID: 93 TYPE: CS,Login Location,,Ruhashya,Southern Province/Amajyepfo,Rwanda,-2.47975,29.72925,HUYE
075d5c4c-ba7a-415f-bea9-b49550a6bb27,0,Location-355,FOSAID: 89 TYPE: CS,Login Location,,Mbazi,Southern Province/Amajyepfo,Rwanda,-2.5517,29.74588,HUYE
a8441e61-fa46-464f-8aa3-c95820d75b8f,0,Location-356,FOSAID: 86 TYPE: CS,Login Location,,Karama,Southern Province/Amajyepfo,Rwanda,-2.61218,29.6437,HUYE
aa582b43-5d32-4da4-9b84-cef2b8516a47,0,Location-357,FOSAID: 88 TYPE: CS,Login Location,,Ngoma,Southern Province/Amajyepfo,Rwanda,-2.59752,29.7204,HUYE
df3ec81d-634a-4318-aec4-329dce47fef1,0,Location-358,FOSAID: 87 TYPE: CS,Login Location,,Kigoma,Southern Province/Amajyepfo,Rwanda,-2.47288,29.6485,HUYE
5627ce9e-9044-4e60-a60a-f7dd96e82dc2,0,Location-359,FOSAID: 153 TYPE: HD,Login Location,,Rukoma,Southern Province/Amajyepfo,Rwanda,-1.93877,29.90985,KAMONYI
7038a822-cbc3-4398-b11d-66cba87e788c,0,Location-360,FOSAID: 152 TYPE: CS,Login Location,,Rukoma,Southern Province/Amajyepfo,Rwanda,-1.93877,29.90985,KAMONYI
40d52cba-7c5e-4b80-87de-9c688ededf92,0,Location-361,FOSAID: 150 TYPE: CS,Login Location,,Musambira,Southern Province/Amajyepfo,Rwanda,-2.0481,29.84412,KAMONYI
6b8f10c2-0371-4343-bc85-449556edba90,0,Location-362,FOSAID: 147 TYPE: CS,Login Location,,Kayenzi,Southern Province/Amajyepfo,Rwanda,-1.90968,29.85483,KAMONYI
18e2f8f0-1630-43d8-997f-8171496ada47,0,Location-363,FOSAID: 148 TYPE: CS,Login Location,,Rugarika,Southern Province/Amajyepfo,Rwanda,-2.01467,29.97278,KAMONYI
c780ba1c-3827-4ab6-843d-4a0bb88499c5,0,Location-364,FOSAID: 146 TYPE: CS,Login Location,,Ngamba,Southern Province/Amajyepfo,Rwanda,-1.89732,29.8998,KAMONYI
d6010865-abf5-485d-85d9-a5f13944513a,0,Location-365,FOSAID: 145 TYPE: CS,Login Location,,Gacurabwenge,Southern Province/Amajyepfo,Rwanda,-2.00448,29.90557,KAMONYI
bc8189d5-e60b-41d8-b183-ed072689caa4,0,Location-366,FOSAID: 144 TYPE: CS,Login Location,,Ngamba,Southern Province/Amajyepfo,Rwanda,-1.88492,29.93777,KAMONYI
e5a2814a-099e-4842-af0d-9be49adae4a4,0,Location-367,FOSAID: 143 TYPE: CS,Login Location,,Runda,Southern Province/Amajyepfo,Rwanda,-1.9445,29.96152,KAMONYI
86f7a451-b15c-4ce0-b43c-408c7ea35e12,0,Location-368,FOSAID: 142 TYPE: CS,Login Location,,Mugina,Southern Province/Amajyepfo,Rwanda,-2.18737,29.96953,KAMONYI
7be1ccf0-2cdb-49ca-bd3e-98fb65659ebd,0,Location-369,FOSAID: 149 TYPE: CS,Login Location,,Mugina,Southern Province/Amajyepfo,Rwanda,-2.10808,29.94647,KAMONYI
5b5a45fc-3dac-4b82-8acf-d31f72518e07,0,Location-370,FOSAID: 151 TYPE: CS,Login Location,,Nyarubaka,Southern Province/Amajyepfo,Rwanda,-2.09188,29.86624,KAMONYI
72d7ca4f-bb63-4a48-9d49-0c3a5f10b147,0,Location-371,FOSAID: 130 TYPE: CS,Login Location,,Shyogwe,Southern Province/Amajyepfo,Rwanda,-2.07579,29.78134,MUHANGA
3dafac4d-25ec-4176-8e03-59e2fbb8b5ae,0,Location-372,FOSAID: 129 TYPE: CS,Login Location,,Rugendabari,Southern Province/Amajyepfo,Rwanda,-1.91252,29.67733,MUHANGA
360e2fb7-7312-407e-a29f-3d492a0ea8f8,0,Location-373,FOSAID: 128 TYPE: CS,Login Location,,Kabacuzi,Southern Province/Amajyepfo,Rwanda,-1.9663,29.71617,MUHANGA
8604d774-485d-4bc4-b9c9-8f600c9fdc7e,0,Location-374,FOSAID: 127 TYPE: CS,Login Location,,Rongi,Southern Province/Amajyepfo,Rwanda,-1.76792,29.74555,MUHANGA
2044c079-8492-4e72-8591-2b665a4cc929,0,Location-375,FOSAID: 131 TYPE: CS,Login Location,,Kibangu,Southern Province/Amajyepfo,Rwanda,-1.84892,29.69177,MUHANGA
e0a0cfaa-1424-4157-8f95-c50cbb79c559,0,Location-376,FOSAID: 137 TYPE: CS,Login Location,,Nyabinoni,Southern Province/Amajyepfo,Rwanda,-1.77308,29.68333,MUHANGA
2fef706d-130c-49fb-92f1-9af9ba1c39af,0,Location-377,FOSAID: 135 TYPE: CS,Login Location,,Mushishiro,Southern Province/Amajyepfo,Rwanda,-2.00285,29.68445,MUHANGA
4d83c247-fd66-4f60-9645-aae40045a64a,0,Location-378,FOSAID: 140 TYPE: CS,Login Location,,Cyeza,Southern Province/Amajyepfo,Rwanda,-1.97437,29.80007,MUHANGA
72f5e056-0e6a-4480-b05c-bf31a81cd6c9,0,Location-379,FOSAID: 132 TYPE: CS,Login Location,,Nyamabuye,Southern Province/Amajyepfo,Rwanda,-2.10187,29.7525,MUHANGA
ccefe572-5ecb-4ffd-ad1d-0e689835ffe5,0,Location-380,FOSAID: 138 TYPE: CS,Login Location,,Nyarusange,Southern Province/Amajyepfo,Rwanda,-2.09215,29.6838,MUHANGA
c2d85629-ffa8-4a0e-a140-08b12d36e771,0,Location-381,FOSAID: 136 TYPE: CS,Login Location,,Kiyumba,Southern Province/Amajyepfo,Rwanda,-1.8823,29.76977,MUHANGA
177ddf27-944f-4e88-b803-c560b6a8edcf,0,Location-382,FOSAID: 134 TYPE: CS,Login Location,,Cyeza,Southern Province/Amajyepfo,Rwanda,-2.04773,29.80443,MUHANGA
93dd0603-5ef6-4491-aa64-8d809bc76e36,0,Location-383,FOSAID: 133 TYPE: HP,Login Location,,Nyamabuye,Southern Province/Amajyepfo,Rwanda,-2.10455,29.75058,MUHANGA
34f97e8c-166f-4213-b8db-89caadb79a73,0,Location-384,FOSAID: 141 TYPE: CS,Login Location,,Shyogwe,Southern Province/Amajyepfo,Rwanda,-2.12572,29.77748,MUHANGA
14b29ca0-7c82-48b5-8641-5e4de1eb1151,0,Location-385,FOSAID: 102 TYPE: CS,Login Location,,Gasaka,Southern Province/Amajyepfo,Rwanda,-2.47992,29.5257,NYAMAGABE
b32afb5b-7a61-4791-a221-a3ea22925fef,0,Location-386,FOSAID: 104 TYPE: CS,Login Location,,Kitabi,Southern Province/Amajyepfo,Rwanda,-2.52118,29.42745,NYAMAGABE
cd644c4a-8093-4ce3-a0eb-5e4ab356bc9b,0,Location-387,FOSAID: 105 TYPE: CS,Login Location,,Tare,Southern Province/Amajyepfo,Rwanda,-2.49705,29.48067,NYAMAGABE
0cdf9a1b-8c2a-4c07-a849-d071862db1ad,0,Location-388,FOSAID: 106 TYPE: CS,Login Location,,Musebeya,Southern Province/Amajyepfo,Rwanda,-2.4255,29.44623,NYAMAGABE
e025388a-d1a1-4e45-b6cf-a6a4ed49a856,0,Location-389,FOSAID: 107 TYPE: CS,Login Location,,Mushubi,Southern Province/Amajyepfo,Rwanda,-2.3484,29.44475,NYAMAGABE
d301ea23-5a94-4a9e-bde4-e4720aa495f7,0,Location-390,FOSAID: 103 TYPE: HD,Login Location,,Gasaka,Southern Province/Amajyepfo,Rwanda,-2.47935,29.52578,NYAMAGABE
0b4ac0d1-fbf3-4647-b77d-57b57af09396,0,Location-391,FOSAID: 109 TYPE: CS,Login Location,,Gasaka,Southern Province/Amajyepfo,Rwanda,-2.48302,29.58403,NYAMAGABE
70db32a6-ff72-47a5-897a-78eb6a6ea98b,0,Location-392,FOSAID: 110 TYPE: CS,Login Location,,Kamegeri,Southern Province/Amajyepfo,Rwanda,-2.5273,29.5776,NYAMAGABE
05571539-288f-4600-917f-10cd508c55aa,0,Location-393,FOSAID: 111 TYPE: CS,Login Location,,Nkomane,Southern Province/Amajyepfo,Rwanda,-2.29628,29.40862,NYAMAGABE
91dd813c-5aed-4f7d-be7d-55495953011c,0,Location-394,FOSAID: 112 TYPE: CS,Login Location,,Gatare,Southern Province/Amajyepfo,Rwanda,-2.36833,29.38137,NYAMAGABE
c224b0a8-d862-4f4e-a51e-96c67bde63b7,0,Location-395,FOSAID: 108 TYPE: CS,Login Location,,Mbazi,Southern Province/Amajyepfo,Rwanda,-2.3878,29.6042,NYAMAGABE
ea2047d0-dc73-4773-ad0f-1e81d5baabac,0,Location-396,FOSAID: 545 TYPE: CS,Login Location,,Kibumbwe,Southern Province/Amajyepfo,Rwanda,-2.40132,29.44965,NYAMAGABE
62014f21-e033-4c93-815f-189f186095e9,0,Location-397,FOSAID: 101 TYPE: HD,Login Location,,Kaduha,Southern Province/Amajyepfo,Rwanda,-2.33335,29.52615,NYAMAGABE
7f16fb64-c10d-4874-83e6-8d007b1f9175,0,Location-398,FOSAID: 100 TYPE: CS,Login Location,,Kaduha,Southern Province/Amajyepfo,Rwanda,-2.3334,29.5249,NYAMAGABE
4b4b7e7f-ffbf-4d8b-9269-5dc5bb6c6fe4,0,Location-399,FOSAID: 99 TYPE: CS,Login Location,,Musange,Southern Province/Amajyepfo,Rwanda,-2.28603,29.57365,NYAMAGABE
8925ef5b-ed35-4d11-8d99-e4580538256a,0,Location-400,FOSAID: 98 TYPE: CS,Login Location,,Cyanika,Southern Province/Amajyepfo,Rwanda,-2.44067,29.60317,NYAMAGABE
150f91af-7274-411d-8e02-c88112647c71,0,Location-401,FOSAID: 562 TYPE: CS,Login Location,,Mugano,Southern Province/Amajyepfo,Rwanda,-2.26444,29.5085,NYAMAGABE
90207f20-a4d7-4034-9df5-29d94b246d2b,0,Location-402,FOSAID: 646 TYPE: CS,Login Location,,Uwinkingi,Southern Province/Amajyepfo,Rwanda,-2.47089,29.44965,NYAMAGABE
3fcfb521-740a-4b7a-be7d-33c5b4d8189d,0,Location-403,FOSAID: 41 TYPE: CS,Login Location,,Kibilizi,Southern Province/Amajyepfo,Rwanda,-2.38573,29.89483,NYANZA
0c9997b9-93a6-4450-a0a8-abb59556a660,0,Location-404,FOSAID: 40 TYPE: CS,Login Location,,Busasamana,Southern Province/Amajyepfo,Rwanda,-2.34247,29.75761,NYANZA
046b0ebe-9e94-43e8-8f99-429779058e96,0,Location-405,FOSAID: 39 TYPE: CS,Login Location,,Mukingo,Southern Province/Amajyepfo,Rwanda,-2.29638,29.74723,NYANZA
d10ee96c-c6b9-4a13-bf1c-e03ed80915dc,0,Location-406,FOSAID: 42 TYPE: CS,Login Location,,Nyagisozi,Southern Province/Amajyepfo,Rwanda,-2.41247,29.66145,NYANZA
b14ea0ba-747d-4191-9652-3bcd39819265,0,Location-407,FOSAID: 38 TYPE: CS,Login Location,,Rwabicuma,Southern Province/Amajyepfo,Rwanda,-2.38587,29.71435,NYANZA
a63c9bc6-3c9e-46b8-9890-efff660228a0,0,Location-408,FOSAID: 37 TYPE: CS,Login Location,,Busoro,Southern Province/Amajyepfo,Rwanda,-2.28962,29.93048,NYANZA
4b85e27c-b9e2-4f7e-a6ec-2a09d706f219,0,Location-409,FOSAID: 46 TYPE: CS,Login Location,,Muyira,Southern Province/Amajyepfo,Rwanda,-2.34547,29.87252,NYANZA
c0ea45db-49ff-4f3e-a076-65821d8f1678,0,Location-410,FOSAID: 52 TYPE: CS,Login Location,,Ntyazo,Southern Province/Amajyepfo,Rwanda,-2.42498,29.83008,NYANZA
088905f3-e7f2-4dd5-a8b0-846481bd1885,0,Location-411,FOSAID: 49 TYPE: HD,Login Location,,Busasamana,Southern Province/Amajyepfo,Rwanda,-2.35268,29.7493,NYANZA
247605c8-5e6b-40a4-8a5c-2392098d2990,0,Location-412,FOSAID: 45 TYPE: CS,Login Location,,Ntyazo,Southern Province/Amajyepfo,Rwanda,-2.4284,29.88537,NYANZA
4ce0336b-ca80-4360-bb6c-94bc856f66a5,0,Location-413,FOSAID: 47 TYPE: CS,Login Location,,Muyira,Southern Province/Amajyepfo,Rwanda,-2.3493,29.84819,NYANZA
d8a7195b-5a51-46d9-998c-cec003e5a3eb,0,Location-414,FOSAID: 43 TYPE: CS,Login Location,,Cyabakamyi,Southern Province/Amajyepfo,Rwanda,-2.29562,29.64245,NYANZA
484ac73d-cd17-412b-8e35-a4d91a6f0355,0,Location-415,FOSAID: 44 TYPE: CS,Login Location,,Nyagisozi,Southern Province/Amajyepfo,Rwanda,-2.33155,29.64262,NYANZA
1ab124a8-d57a-4995-a5ec-878c24ec2749,0,Location-416,FOSAID: 48 TYPE: CS,Login Location,,Busasamana,Southern Province/Amajyepfo,Rwanda,-2.35255,29.74867,NYANZA
6cc3722c-7527-4a9f-930e-d504acda202e,0,Location-417,FOSAID: 600 TYPE: CS,Login Location,,Kigoma,Southern Province/Amajyepfo,Rwanda,-2.29327,29.82252,NYANZA
ed86d360-90d8-4122-bc64-3f912d0c2351,0,Location-418,FOSAID: 593 TYPE: CS,Login Location,,Rwabicuma,Southern Province/Amajyepfo,Rwanda,-2.34945,29.68921,NYANZA
a7adc010-a09e-4fc8-a3d1-1994b8110244,0,Location-419,FOSAID: 78 TYPE: CS,Login Location,,Ruheru,Southern Province/Amajyepfo,Rwanda,-2.74762,29.45403,NYARUGURU
43bdd5c3-dc17-4af2-8920-77efcb4ea402,0,Location-420,FOSAID: 80 TYPE: CS,Login Location,,Ruramba,Southern Province/Amajyepfo,Rwanda,-2.55978,29.53963,NYARUGURU
3d143018-96f2-4429-b7af-d521afaa5863,0,Location-421,FOSAID: 79 TYPE: CS,Login Location,,Busanze,Southern Province/Amajyepfo,Rwanda,-2.77983,29.53497,NYARUGURU
547d768d-685c-40e7-9789-852a20d4afc2,0,Location-422,FOSAID: 77 TYPE: CS,Login Location,,Nyagisozi,Southern Province/Amajyepfo,Rwanda,-2.7285,29.65302,NYARUGURU
d2a36a82-abe2-433b-ad9e-a724d0bb350f,0,Location-423,FOSAID: 75 TYPE: CS,Login Location,,Nyabimata,Southern Province/Amajyepfo,Rwanda,-2.68957,29.44438,NYARUGURU
9a12abee-33b3-41de-9308-018d3f020643,0,Location-424,FOSAID: 74 TYPE: HD,Login Location,,Munini,Southern Province/Amajyepfo,Rwanda,-2.71341,29.5355,NYARUGURU
04c86b1e-9918-481a-aa94-3c2e5301d3b7,0,Location-425,FOSAID: 72 TYPE: CS,Login Location,,Muganza,Southern Province/Amajyepfo,Rwanda,-2.68812,29.49418,NYARUGURU
8a448c21-b7a0-4898-b950-551acb77a752,0,Location-426,FOSAID: 71 TYPE: CS,Login Location,,Nyagisozi,Southern Province/Amajyepfo,Rwanda,-2.73742,29.6456,NYARUGURU
5c4c1d32-ff16-4abf-ad96-477d424a1dfe,0,Location-427,FOSAID: 70 TYPE: CS,Login Location,,Kibeho,Southern Province/Amajyepfo,Rwanda,-2.64605,29.55317,NYARUGURU
80a5a9dd-72e8-4f2f-8043-84e38ffd2fc5,0,Location-428,FOSAID: 69 TYPE: CS,Login Location,,Rusenge,Southern Province/Amajyepfo,Rwanda,-2.6411,29.62337,NYARUGURU
d893c0ba-88cd-4017-987c-26058b0cf9a6,0,Location-429,FOSAID: 68 TYPE: CS,Login Location,,Cyahinda,Southern Province/Amajyepfo,Rwanda,-2.74087,29.60907,NYARUGURU
a9c53c28-a8e3-45de-bc2b-96bfbf9ca9ed,0,Location-430,FOSAID: 67 TYPE: CS,Login Location,,Cyahinda,Southern Province/Amajyepfo,Rwanda,-2.71613,29.58023,NYARUGURU
cb1bf90c-d46a-4ddc-80e6-10e95f982b91,0,Location-431,FOSAID: 592 TYPE: CS,Login Location,,Kivu,Southern Province/Amajyepfo,Rwanda,-2.61587,29.4598,NYARUGURU
3f7e9c42-6454-4c34-996d-d734bed62fd6,0,Location-432,FOSAID: 1230 TYPE: CS,Login Location,,Ngera,Southern Province/Amajyepfo,Rwanda,,,NYARUGURU
df84a5c7-4d35-4c1c-8d55-c066de5a1416,0,Location-433,FOSAID: 591 TYPE: CS,Login Location,,Ngoma,Southern Province/Amajyepfo,Rwanda,-2.74348,29.69699,NYARUGURU
ed6803dc-7731-40e9-ae59-c014c7e6d152,0,Location-434,FOSAID: 76 TYPE: CS,Login Location,,Mata,Southern Province/Amajyepfo,Rwanda,-2.58335,29.55563,NYARUGURU
21d8b6b0-0351-400e-907f-a6192fbcfb23,0,Location-435,FOSAID: 73 TYPE: CS,Login Location,,Munini,Southern Province/Amajyepfo,Rwanda,-2.71361,29.53547,NYARUGURU
617ad38d-22a2-4b1f-8feb-b74ffe09c5f1,0,Location-436,FOSAID: 120 TYPE: CS,Login Location,,Mbuye,Southern Province/Amajyepfo,Rwanda,-2.1728,29.81858,RUHANGO
4a92d8e4-5367-4877-baf9-b3cdf3c98d7c,0,Location-437,FOSAID: 113 TYPE: CS,Login Location,,Byimana,Southern Province/Amajyepfo,Rwanda,-2.1567,29.74342,RUHANGO
7cc44e0b-4ca2-4340-8d33-e4baf44205a5,0,Location-438,FOSAID: 123 TYPE: CS,Login Location,,Kinihira,Southern Province/Amajyepfo,Rwanda,-2.15468,29.62002,RUHANGO
55033cfc-c5da-4b95-8c70-ec27c93c6caf,0,Location-439,FOSAID: 117 TYPE: CS,Login Location,,Kabagali,Southern Province/Amajyepfo,Rwanda,-2.22555,29.6506,RUHANGO
609e508d-3c51-496e-95f8-db8a81683396,0,Location-440,FOSAID: 116 TYPE: HD,Login Location,,Bweramana,Southern Province/Amajyepfo,Rwanda,-2.2478,29.68933,RUHANGO
4e0b0376-9af3-4aaa-9790-bc395392bc75,0,Location-441,FOSAID: 115 TYPE: CS,Login Location,,Bweramana,Southern Province/Amajyepfo,Rwanda,-2.24103,29.68998,RUHANGO
13d5204e-1d2a-442d-b844-99c1ec3cfef6,0,Location-442,FOSAID: 114 TYPE: CS,Login Location,,Mwendo,Southern Province/Amajyepfo,Rwanda,-2.12587,29.65565,RUHANGO
2250e518-003a-48b3-b54e-aaa401103f4b,0,Location-443,FOSAID: 124 TYPE: CS,Login Location,,Kinihira,Southern Province/Amajyepfo,Rwanda,-2.16775,29.66115,RUHANGO
8c1d8ca3-ee82-4fd7-92ea-845f3f803db9,0,Location-444,FOSAID: 126 TYPE: CS,Login Location,,Ruhango,Southern Province/Amajyepfo,Rwanda,-2.229,29.78144,RUHANGO
54c68451-2acb-4731-9a74-c762091fee6d,0,Location-445,FOSAID: 121 TYPE: CS,Login Location,,Mbuye,Southern Province/Amajyepfo,Rwanda,-2.13123,29.84788,RUHANGO
a5479e6e-d95e-4660-8aa8-cb9414fb94c0,0,Location-446,FOSAID: 118 TYPE: CS,Login Location,,Ruhango,Southern Province/Amajyepfo,Rwanda,-2.26187,29.79272,RUHANGO
f351a209-25ce-40ab-8abc-79e9325f9658,0,Location-447,FOSAID: 119 TYPE: CS,Login Location,,Kinazi,Southern Province/Amajyepfo,Rwanda,-2.19267,29.90462,RUHANGO
83005127-7f25-4d15-b7a7-8df833917fc3,0,Location-448,FOSAID: 122 TYPE: CS,Login Location,,Kinazi,Southern Province/Amajyepfo,Rwanda,-2.20148,29.94578,RUHANGO
52785853-3aea-40aa-9423-f0f9a5c5f192,0,Location-449,FOSAID: 125 TYPE: CS,Login Location,,Ntongwe,Southern Province/Amajyepfo,Rwanda,-2.24455,29.87387,RUHANGO
6faad582-8ae8-4ea5-bc8d-f63e38432b9f,0,Location-450,FOSAID: 513 TYPE: CS,Login Location,,Jali,Kigali Province,Rwanda,-1.905766,30.046236,GASABO
805eb1da-cbd4-4100-941a-cbc94125560c,0,Location-451,FOSAID: 552 TYPE: CS,Login Location,,Gikomero,Kigali Province,Rwanda,-1.887092,30.218701,GASABO
94189b9f-847c-4e38-a510-6f0cfd4057c5,0,Location-452,FOSAID: 1229 TYPE: CS,Login Location,,Kinyinya,Kigali Province,Rwanda,,,GASABO
9e2f39f2-0be2-4d93-8191-57867e094f16,0,Location-453,FOSAID: 1228 TYPE: CS,Login Location,,Rusororo,Kigali Province,Rwanda,,,GASABO
76f424ca-a825-4f86-bc74-9cc114c26a46,0,Location-454,FOSAID: 551 TYPE: CS,Login Location,,Nduba,Kigali Province,Rwanda,-1.858493,30.116849,GASABO
f92be7df-0492-4e1c-b701-a5fa950cdbd3,0,Location-455,FOSAID: 20 TYPE: CS,Login Location,,Kinyinya,Kigali Province,Rwanda,-1.91297,30.08625,GASABO
5e5617ab-7e5d-4860-90ff-937d147dc0d3,0,Location-456,FOSAID: 13 TYPE: CS,Login Location,,,Kigali Province,Rwanda,-1.95858,30.10683,GASABO
a21962f3-798a-4d68-ae67-2ca870b91970,1,Location-457,FOSAID: 15 TYPE: CS,Login Location,,Bumbogo,Kigali Province,Rwanda,-1.85982,30.15383,GASABO
e06d62d2-3907-46b8-8c6a-f39a7cc31729,0,Location-458,FOSAID: 16 TYPE: CS,Login Location,,Jali,Kigali Province,Rwanda,-1.89007,30.01905,GASABO
3c9c90e8-82cc-4141-8f86-2ec8ce412240,0,Location-459,FOSAID: 17 TYPE: CS,Login Location,,Jabana,Kigali Province,Rwanda,-1.88988,30.06348,GASABO
dc856d49-b144-4b0e-95e6-05771d61eccd,0,Location-460,FOSAID: 18 TYPE: CS,Login Location,,Kacyiru,Kigali Province,Rwanda,-1.93318,30.07523,GASABO
4bc9df75-6e24-4aae-b2fe-28502f6db1cb,0,Location-461,FOSAID: 25 TYPE: CS,Login Location,,Kinyinya,Kigali Province,Rwanda,-1.91858,30.11195,GASABO
34ec36b1-2931-4582-bd6e-4667e04e8bd2,0,Location-462,FOSAID: 21 TYPE: CS,Login Location,,Rutunga,Kigali Province,Rwanda,-1.8421,30.19052,GASABO
7d20e940-5854-4ebd-bdce-2322a2ffc968,0,Location-463,FOSAID: 22 TYPE: HP,Login Location,,Kimironko,Kigali Province,Rwanda,-1.93087,30.11198,Gasabo
f0407429-e5e2-45f2-8465-38fdf98c99c9,0,Location-464,FOSAID: 23 TYPE: CS,Login Location,,Kimironko,Kigali Province,Rwanda,-1.95148,30.12608,GASABO
04473b04-8579-44a4-b19c-6b526d1af4bb,0,Location-465,FOSAID: 26 TYPE: CS,Login Location,,Jabana,Kigali Province,Rwanda,-1.86805,30.08417,GASABO
711c5814-28ca-4644-b102-2dc63c02a54b,0,Location-466,FOSAID: 28 TYPE: CS,Login Location,,Ndera,Kigali Province,Rwanda,-1.9463,30.17382,GASABO
9e83c579-4d84-4942-9924-dbb03ca743bb,0,Location-467,FOSAID: 1113 TYPE: CMS,Login Location,,Remera,Kigali Province,Rwanda,-1.959187,30.108804,GASABO
8bd1155a-d9b4-47a6-8d3d-8854d93043ad,0,Location-468,FOSAID: 1114 TYPE: CMS,Login Location,,Kacyiru,Kigali Province,Rwanda,-1.936278,30.093101,GASABO
69c41cf6-a85c-42eb-b688-88ad4780b231,0,Location-469,FOSAID: 654 TYPE: CS,Login Location,,Gikomero,Kigali Province,Rwanda,-1.85982,30.15383,GASABO
76cca1a1-2f13-49c1-b2b8-7703de3ac642,0,Location-470,FOSAID: 36 TYPE: CS,Login Location,,Masaka,Kigali Province,Rwanda,-1.99563,30.1913,KICUKIRO
40286e3b-ab61-4c80-a678-6848e0569462,0,Location-471,FOSAID: 35 TYPE: CS,Login Location,,Niboye,Kigali Province,Rwanda,-1.97675,30.11447,KICUKIRO
d0026a7f-51fd-41e2-b9ab-fd0c32f3a311,0,Location-472,FOSAID: 33 TYPE: CS,Login Location,,Masaka,Kigali Province,Rwanda,-1.98393,30.22853,KICUKIRO
47972ca8-be9c-439a-beb0-1d50df0debb3,0,Location-473,FOSAID: 32 TYPE: CS,Login Location,,Gikondo,Kigali Province,Rwanda,-1.9703,30.0784,KICUKIRO
3fe1dfc9-3c2e-42a8-865e-e5757c48ecbe,0,Location-474,FOSAID: 31 TYPE: CS,Login Location,,Gahanga,Kigali Province,Rwanda,-2.0276,30.1043,KICUKIRO
f40ca7dd-94fc-48c4-898c-3e2f31323a34,0,Location-475,FOSAID: 30 TYPE: CS,Login Location,,Kanombe,Kigali Province,Rwanda,-1.98012,30.14957,KICUKIRO
